0.00793651,13,0.173611,3.52083,
0.00793651,13,0.173611,38.5208,
0.00793651,13,0.173611,73.5208,
0.00793651,13,0.173611,103.021,
0.00793651,13,0.173611,134.021,
0.00793651,13,0.173611,165.021,
0.00793651,13,0.173611,201.021,
0.00793651,13,0.173611,237.021,
0.00793651,13,0.173611,266.521,
0.00793651,13,0.173611,316.021,
0.00793651,9,0.173611,4.02083,
0.00793651,9,0.173611,37.5208,
0.00793651,9,0.173611,72.0208,
0.00793651,9,0.173611,104.521,
0.00793651,9,0.173611,137.021,
0.00793651,9,0.173611,169.521,
0.00793651,9,0.173611,200.521,
0.00793651,9,0.173611,230.021,
0.00793651,9,0.173611,264.021,
0.00793651,9,0.173611,299.021,
0.00793651,9,0.173611,345.521,
0.00793651,5,0.173611,4.52083,
0.00793651,5,0.173611,40.0208,
0.00793651,5,0.173611,75.5208,
0.00793651,5,0.173611,105.521,
0.00793651,5,0.173611,140.521,
0.00793651,5,0.173611,175.521,
0.00793651,5,0.173611,209.521,
0.00793651,5,0.173611,244.021,
0.00793651,5,0.173611,292.521,
0.00793651,1,0.173611,3.52083,
0.00793651,1,0.173611,39.0208,
0.00793651,1,0.173611,74.5208,
0.00793651,1,0.173611,103.521,
0.00793651,1,0.173611,133.521,
0.00793651,1,0.173611,163.521,
0.00793651,1,0.173611,193.021,
0.00793651,1,0.173611,231.521,
0.00793651,1,0.173611,271.521,
0.00793651,1,0.173611,319.521,
0.00793651,17,0.173611,3.52083,
0.00793651,17,0.173611,34.0208,
0.00793651,17,0.173611,66.5208,
0.00793651,17,0.173611,97.5208,
0.00793651,17,0.173611,128.021,
0.00793651,17,0.173611,159.021,
0.00793651,17,0.173611,189.521,
0.00793651,17,0.173611,220.521,
0.00793651,17,0.173611,256.021,
0.00793651,17,0.173611,290.521,
0.00793651,17,0.173611,319.521,
0.00793651,17,0.173611,367.521,
